"sample_e - RawData"
"Wavelength nm.","T%"
555.50,59.746
556.00,59.427
556.50,59.199
557.00,59.028
557.50,58.937
558.00,58.802
558.50,58.690
559.00,58.445
559.50,58.525
560.00,58.205
560.50,58.185
561.00,58.169
561.50,57.990
562.00,57.920
562.50,57.910
563.00,57.822
563.50,57.885
564.00,57.884
564.50,57.829
565.00,57.933
565.50,58.025
566.00,57.922
566.50,58.059
567.00,58.024
567.50,58.145
568.00,58.218
568.50,58.292
569.00,58.423
569.50,58.528
570.00,58.578
570.50,58.752
571.00,58.932
571.50,59.107
572.00,59.219
572.50,59.367
573.00,59.477
573.50,59.553
574.00,59.851
574.50,59.965
575.00,60.069
575.50,60.079
576.00,60.298
576.50,60.486
577.00,60.477
577.50,60.581
578.00,60.809
578.50,60.797
579.00,60.996
579.50,61.009
580.00,61.112
580.50,61.173
581.00,61.180
581.50,61.270
582.00,61.255
582.50,61.266
583.00,61.221
583.50,61.169
584.00,61.133
584.50,61.091
585.00,61.064
585.50,61.117
586.00,60.987
586.50,61.012
587.00,60.818
587.50,60.858
588.00,60.733
588.50,60.710
589.00,60.671
589.50,60.586
590.00,60.331
590.50,60.316
591.00,60.245
591.50,60.135
592.00,60.085
592.50,59.914
593.00,59.764
593.50,59.913
594.00,59.863
594.50,59.717
595.00,59.590
595.50,59.665
596.00,59.503
596.50,59.467
597.00,59.484
597.50,59.461
598.00,59.441
598.50,59.398
599.00,59.294
599.50,59.304
600.00,59.314
600.50,59.351
601.00,59.223
601.50,59.301
602.00,59.322
602.50,59.321
603.00,59.349
603.50,59.255
604.00,59.266
604.50,59.319
605.00,59.379
605.50,59.400
606.00,59.474
606.50,59.478
607.00,59.574
607.50,59.626
608.00,59.620
608.50,59.720
609.00,59.876
609.50,59.905
610.00,59.866
610.50,59.999
611.00,60.084
611.50,60.141
612.00,60.277
612.50,60.312
613.00,60.423
613.50,60.574
614.00,60.567
614.50,60.712
615.00,60.692
615.50,60.866
616.00,61.032
616.50,61.074
617.00,61.229
617.50,61.383
618.00,61.395
618.50,61.535
619.00,61.635
619.50,61.772
620.00,61.849
620.50,62.008
621.00,62.132
621.50,62.262
622.00,62.300
622.50,62.500
623.00,62.562
623.50,62.604
624.00,62.835
624.50,62.796
625.00,63.034
625.50,63.029
626.00,63.308
626.50,63.285
627.00,63.334
627.50,63.513
628.00,63.643
628.50,63.758
629.00,63.737
629.50,63.683
630.00,64.010
630.50,63.842
631.00,63.954
631.50,64.192
632.00,64.093
632.50,64.117
